ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,sale_condition,sale_price
0.0612850611350377,5,1.801896349622438,3.2508111935663844,1,2,0,3,0,1,0,18,2,2,0,5,2.7680466525179197,-0.5067184252539721,0.7818627818127252,0.5625737813787783,3,1,6,6,1,7.149350817104569,2,2,2,0,4,1,2,2.0735531541136982,5,-0.2939182393505505,-0.036570948672013,1.9931022844460624,1,0,1,4,1.7136324319546052,3.4099158314070497,-0.1010049359654671,4.20897183828532,1.084375647541021,-0.2492202432828999,2.59284947959978,1.2346749066112308,1.3844221849863885,-0.2072914450684739,2,2.261719176062951,7,0.6185183669735254,4,1,0,1.621257998754107,1.553989802306547,4,4,2,2.1153089282153936,0.4219024509829454,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.0630310488773799,4,4,5,-0.0894222783863975,0.2888543186505165,-1.3601182777036245,9,4,625000
-0.8770048363210593,5,0.4285047123502689,-0.0479677029719324,1,2,3,3,0,4,0,15,2,2,0,2,-0.776078802768527,-0.5067184252539721,-0.4747427111001027,-1.3073266228840938,1,1,14,15,4,-0.5660393675765791,3,4,1,4,4,3,4,0.1526238723859136,5,-0.2939182393505505,-0.3392112754504542,-0.2931679603588618,1,4,1,0,-0.606286691919596,-0.7831853135907442,-0.1010049359654671,-1.142984950875699,1.084375647541021,-0.2492202432828999,-1.0247928895561034,-0.755202693152744,-1.0322337590172566,-0.2072914450684739,4,-0.9175348950675648,7,-0.9251433155072492,5,1,2,-1.0068393380921077,-0.7653172258791833,4,4,2,-0.7420601522255925,-0.2005790627744282,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.0630310488773799,4,1,5,-0.0894222783863975,-0.8165133178048775,-0.6004639594284872,9,4,116000
0.7650024842271105,4,0.070228633061877,-0.2218548552711819,1,2,3,3,0,4,0,23,1,2,2,2,-0.776078802768527,-0.5067184252539721,0.1866286009592804,-0.3484033386467235,1,1,9,10,1,1.225633244250683,3,4,3,5,5,4,6,-0.9713941758936586,6,-0.2939182393505505,-1.2721626587524155,-2.384379434277651,1,4,1,4,2.195991853750231,-0.7831853135907442,-0.1010049359654671,1.0294544408059274,-0.8215755505964664,-0.2492202432828999,0.7840282950218381,-0.755202693152744,1.3844221849863885,4.464738816859439,4,2.261719176062951,7,2.1621800494542995,4,5,2,0.3072093303309995,0.7313097542326508,4,4,2,-0.7420601522255925,-0.704492669149445,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.0630310488773799,4,4,5,-0.0894222783863975,1.3942219551059103,-0.6004639594284872,9,4,144000
-0.642432361957035,6,-1.7211517633800826,-0.5112436926743125,1,2,3,3,0,4,0,3,2,2,0,2,-0.776078802768527,0.3930906571667182,-0.8715654983357325,0.5146276171669099,1,1,9,10,4,-0.5660393675765791,3,2,1,5,5,4,6,-0.9713941758936586,6,-0.2939182393505505,-1.2721626587524155,-2.384379434277651,1,2,0,4,-0.8972336447487038,-0.7831853135907442,-0.1010049359654671,-1.3685387674983815,-0.8215755505964664,-0.2492202432828999,-1.0247928895561034,-0.755202693152744,-2.240561731019079,-0.2072914450684739,4,-0.2816840808414617,3,-0.9251433155072492,5,1,2,-1.0068393380921077,-1.4346162480409972,4,4,1,-0.7420601522255925,0.0069147751446962,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.0630310488773799,4,4,5,-0.0894222783863975,-0.0796015601679481,0.1591903588466499,9,4,81300
-0.8770048363210593,5,0.9957751712235562,0.2068975538287193,1,2,3,3,0,4,0,5,2,2,0,2,2.05922156146063,-0.5067184252539721,1.2117541346513243,1.1379277519212003,3,1,13,14,3,2.5357938416493684,2,4,2,2,4,1,2,3.605905883994834,5,-0.2939182393505505,-0.8489212994983552,2.7665329922620137,1,0,1,4,2.8493464144892804,-0.7831853135907442,-0.1010049359654671,1.5359612570814252,1.084375647541021,-0.2492202432828999,0.7840282950218381,-0.755202693152744,0.1760942129845659,-0.2072914450684739,0,0.3541667333846415,7,2.1621800494542995,2,1,1,1.621257998754107,4.068509045289473,2,4,2,-0.7420601522255925,-0.704492669149445,0.7327269379217856,-0.1031343162481333,4.261899716760095,-0.0630310488773799,4,4,5,-0.0894222783863975,-0.0796015601679481,0.1591903588466499,9,0,475000
-0.8770048363210593,5,0.2493666727060729,-0.1554731175686217,1,2,3,3,0,4,0,15,2,2,0,2,-0.776078802768527,1.292899739587409,-0.6070169735119793,1.0420354234974636,1,1,14,15,4,-0.5660393675765791,3,4,1,4,4,3,1,0.4402144277074448,5,-0.2939182393505505,-0.4416083784957914,-0.0981091894727273,1,2,1,4,-0.3868003941713218,-0.7831853135907442,-0.1010049359654671,-0.9728303172831492,1.084375647541021,-0.2492202432828999,-1.0247928895561034,-0.755202693152744,-1.0322337590172566,-0.2072914450684739,2,-0.2816840808414617,7,-0.9251433155072492,5,1,2,-1.0068393380921077,-1.0813750974555951,4,4,2,-0.7420601522255925,-0.437714877539142,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.0630310488773799,4,4,5,-0.0894222783863975,-0.4480574389864128,-0.6004639594284872,9,4,134500
0.0612850611350377,5,0.8166371315793602,0.1212232269659504,1,2,0,3,0,0,0,5,2,2,0,5,0.6415713793460515,-0.5067184252539721,1.145617003445386,1.0420354234974636,1,1,13,14,4,-0.5660393675765791,2,4,2,2,4,3,5,-0.9713941758936586,5,-0.2939182393505505,0.3843949194032623,-0.7331842574740951,1,0,1,4,-1.1014069449796566,0.9164681572101432,-0.1010049359654671,-0.0864433888010282,-0.8215755505964664,-0.2492202432828999,0.7840282950218381,1.2346749066112308,0.1760942129845659,-0.2072914450684739,2,0.9900175476107448,7,0.6185183669735254,4,1,0,0.3072093303309995,-0.1517931222308538,4,4,2,-0.7420601522255925,-0.704492669149445,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.0630310488773799,4,4,5,-0.0894222783863975,0.2888543186505165,-0.6004639594284872,6,5,155835
-0.8770048363210593,5,-1.7211517633800826,-0.0682756915616258,1,2,0,3,0,0,0,15,1,2,0,2,-0.0672537117112377,0.3930906571667182,-0.4416741454971335,-1.2593804586722257,3,1,14,15,1,2.9725140407822632,3,4,1,4,4,3,4,-0.5257385825328126,5,-0.2939182393505505,0.816738243372464,0.1581889629706817,1,0,1,0,0.4503101367755848,-0.7831853135907442,-0.1010049359654671,-0.3238684589301677,-0.8215755505964664,-0.2492202432828999,-1.0247928895561034,1.2346749066112308,0.1760942129845659,-0.2072914450684739,4,0.3541667333846415,7,0.6185183669735254,4,1,1,0.3072093303309995,0.0713065518230842,4,4,2,-0.1088481676403323,-0.704492669149445,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.0630310488773799,4,4,5,-0.0894222783863975,2.13113371274284,-1.3601182777036245,9,4,162000
1.4687199073191832,5,-1.7211517633800826,-0.9151188157518394,1,2,3,3,0,4,0,0,2,2,4,2,0.6415713793460515,-0.5067184252539721,1.0133427410335094,0.8502507666499894,1,1,13,14,1,-0.3420802910981713,2,4,2,2,4,0,2,1.3073767891731305,5,-0.2939182393505505,-0.521250569753276,0.7184158979576026,1,0,1,4,0.8969392310307941,-0.7831853135907442,-0.1010049359654671,0.0223764350081607,1.084375647541021,-0.2492202432828999,0.7840282950218381,-0.755202693152744,-1.0322337590172566,-0.2072914450684739,2,-0.9175348950675648,7,0.6185183669735254,4,1,0,0.3072093303309995,-0.3470053370280495,4,4,2,0.2869093227254553,-0.2598630164656066,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.0630310488773799,4,4,5,-0.0894222783863975,-0.4480574389864128,-1.3601182777036245,9,4,246990
-0.1732874132289865,6,-0.2283347663451162,-0.5264746841165825,1,2,3,3,0,4,0,3,2,2,0,0,-0.0672537117112377,0.3930906571667182,-1.0699768919535475,-1.6429497723671735,1,1,8,8,4,-0.5660393675765791,3,1,1,4,4,3,5,-0.9713941758936586,5,-0.2939182393505505,0.5027204607000965,-0.6152417448452697,1,0,1,1,-0.8538468184496264,0.5872770316841471,-0.1010049359654671,-0.1734992478483793,-0.8215755505964664,-0.2492202432828999,-1.0247928895561034,-0.755202693152744,1.3844221849863885,-0.2072914450684739,4,-0.2816840808414617,7,0.6185183669735254,2,5,2,-1.0068393380921077,-0.8954587024106471,4,4,2,-0.3858784108963836,-0.704492669149445,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.0630310488773799,4,4,5,-0.0894222783863975,-0.4480574389864128,0.9188446771217872,9,4,132500
